0,-2,-2,5,-15,-4,5,-1,-3
0.02,1,0,-3,-25,-12,-13,-1,0
0.04,-1,-2,-9,-5,0,-16,-6,-3
0.06,-2,-1,-4,9,-6,-27,-9,-3
0.08,-4,-5,-2,-2,-7,-44,2,-2
0.09999999,1,1,4,3,-2,33,7,1
0.12,-2,0,-4,9,10,-14,-5,-1
0.14,2,2,0,3,-3,4,-5,-3
0.16,-5,-4,0,-6,-1,8,-6,-1
0.18,-1,2,3,6,4,12,4,-1
0.2,-3,-1,-6,19,4,4,-4,0
0.22,-3,-5,-4,-10,-5,-14,-4,-2
0.24,-3,0,-2,-5,-3,-2,2,-3
0.26,0,-1,-2,5,1,-3,4,1
0.28,0,2,7,-37,-11,-18,0,0
0.3,-3,-5,-1,-1,-2,-15,0,-1
0.32,3,-2,-2,1,2,31,-2,1
0.34,2,-1,3,7,1,-12,8,-1
0.36,-1,1,0,5,1,-2,-5,-2
0.38,-12,-4,-4,10,8,89,-11,-23
0.4,3,0,-2,-14,-1,-10,-7,4
0.42,-3,2,0,-3,-4,-66,4,-2
0.44,-1,-3,-5,-13,9,39,1,-5
0.46,4,2,4,31,4,-11,4,6
0.48,-6,1,3,0,1,-33,16,1
0.5,2,0,0,3,-3,-49,-2,3
0.52,3,0,0,0,2,-5,3,1
0.54,-1,-4,-8,-4,2,27,-3,0
0.56,-1,-5,-5,-3,-7,42,-3,1
0.58,-1,-4,-3,-4,-2,-19,-10,-1
0.6,-3,0,2,-2,8,61,-3,-2
0.62,-9,-3,-3,2,-1,-22,-11,-7
0.64,1,0,2,2,-5,-36,-7,-1
0.66,4,2,7,-3,-14,-51,8,4
0.68,3,1,1,14,22,35,6,3
0.7,-1,0,1,4,27,85,17,4
0.72,-5,-3,-3,-9,-7,54,-5,-6
0.74,-5,-3,-3,-9,-7,54,-5,-6
0.76,-1,0,2,-15,-14,-43,-13,-3
0.78,-6,-5,-10,-28,-18,-50,-13,-8
0.8,1,-1,-1,-3,-1,-14,0,1
0.82,5,4,5,20,44,99,28,9
0.84,-4,-3,-5,-3,-16,-50,-10,-5
0.86,-14,-9,-12,-8,-4,-39,-11,-8
0.88,-2,0,3,10,0,-41,-6,-4
0.9,1,0,0,-7,2,18,2,1
0.92,-3,-2,-6,-10,-35,-93,-8,-3
0.94,4,2,2,0,14,108,12,6
0.96,1,0,3,13,20,17,0,0
0.98,-4,-3,-4,-2,4,4,-2,-1
1,0,-3,-3,-19,-26,2,-13,-6
1.02,1,0,-2,-2,-7,-91,-1,0
1.04,4,3,6,13,14,72,16,8
1.06,-4,-1,-1,3,15,37,2,-1
1.08,3,-3,-4,-7,-11,26,-11,-1
1.1,3,-3,-4,-7,-11,26,-11,-1
1.12,4,3,4,9,-6,-15,13,8
1.14,-3,-4,-2,-3,-18,-77,-11,-6
1.16,2,1,3,0,-6,-18,13,7
1.18,-3,1,-5,12,-8,-31,-4,-3
1.2,1,-2,0,-2,5,-33,-1,2
1.22,6,4,3,4,-15,6,0,3
1.24,-9,-6,-5,1,14,93,-10,-7
1.26,0,0,0,-6,-4,25,1,-1
1.28,-1,-2,-5,0,14,54,3,0
1.3,4,2,2,2,-12,-58,-9,0
1.32,-2,-1,1,13,22,-22,4,0
1.34,-4,-4,-3,-9,-17,-47,7,-4
1.36,-2,-2,-3,-2,-4,34,-5,-3
1.38,1,1,1,0,3,22,-3,-1
1.4,-2,-1,-2,-2,3,-32,-5,-2
1.42,0,1,5,0,13,65,1,1
1.44,1,1,5,-1,-3,13,-8,-1
1.46,-3,-3,-2,-5,4,-10,11,2
1.48,2,4,2,4,15,16,1,3
1.5,-3,-1,-7,2,20,59,-4,-3
1.52,0,-2,-2,5,-9,-30,-5,-1
1.54,0,0,-2,4,-1,-25,-3,-1
1.56,-4,-5,-5,-7,-4,58,-5,-4
1.58,-2,-2,-2,-9,-15,-5,-2,-1
1.6,-1,-2,0,1,-2,-42,-5,-2
1.62,1,3,3,-3,-7,-31,-3,3
1.64,0,-3,0,-8,-13,27,4,-2
1.66,-2,-3,-3,3,0,-37,-8,-1
1.68,1,-2,1,-1,0,-25,0,0
1.7,0,1,-1,-2,-1,-16,-5,1
1.72,-4,0,0,-7,12,36,-1,0
1.74,1,6,6,9,5,30,-1,0
1.76,-2,-5,-1,-2,4,14,-1,-4
1.78,-6,-3,-2,12,-6,-37,-4,-5
1.8,-2,-2,-3,-5,-1,25,4,-1
1.82,1,1,0,-5,-2,17,1,2
1.84,0,-4,-5,4,3,-22,-3,-1
1.86,0,1,-1,22,6,36,10,1
1.88,7,3,1,-8,-5,-28,7,0
1.9,-2,-3,-3,-5,0,61,-3,-3
1.92,0,0,3,-2,3,-44,-7,0
1.94,-2,1,-2,8,18,18,3,0
1.96,-4,-1,-3,-6,-10,-2,-4,-2
1.98,3,2,-3,5,2,-3,1,3
2,1,-2,2,-6,-6,-19,1,-1
2.02,0,0,2,-7,3,-4,-9,2
2.04,-1,-1,2,-2,-13,6,-3,-1
2.06,-4,1,2,-3,-2,-34,-5,-4
2.08,0,3,1,-2,5,41,16,1
2.1,2,-1,0,1,2,16,5,3
2.12,-5,-3,-5,-4,7,16,-12,-6
2.14,-5,-3,-5,-4,7,16,-12,-6
2.16,0,-3,-4,2,0,-1,-2,-4
2.18,0,-3,-4,2,0,-1,-2,-4
2.2,0,-1,-4,4,-5,-1,4,-1
2.22,-5,-3,1,9,-4,-50,-1,-1
2.24,-3,-1,2,7,-9,4,7,0
2.26,-3,-4,-5,-5,-9,1,-2,-1
2.28,-1,1,-1,0,-8,-13,0,-2
2.3,-4,-2,-1,-4,-2,27,-4,0
2.32,-1,-2,-2,-3,15,45,15,-1
2.34,-3,-4,1,-1,4,30,-1,-2
