0,-0.001681339,-0.002054781,0.5937191,0.1859982,-3.798099,-5.283981,-0.2899826,0.123908,-4.721694,2.879316,77.46821,-126.8127,0.6,-0.54,-0.98,1.34,0.5635117,-0.4885871,0,4,-9,-26,1,-14,-2,1
0.02,-0.001681339,-0.002054781,0.5937191,0.1859982,-3.798099,-5.283981,-0.2800229,0.09216746,0.4979879,-1.587026,260.9841,-223.3171,0.18,-0.44,-1.1,1.59,0.2131677,-0.470351,0,4,-9,-26,1,-14,-2,1
0.04,1.36426,-1.35466,-0.07596198,-0.1056796,1.127194,3.424715,-0.1980342,-0.01555165,4.099437,-5.385956,180.0724,-189.9465,-0.08,-0.41,-1.34,1.16,-0.07005124,-0.4464971,0,4,-9,-26,1,-14,-2,1
0.06,1.363533,-1.356167,-0.05341811,-0.03718533,4.013966,6.626144,-0.1171472,-0.1457181,4.044346,-6.508323,-2.754521,-56.11837,0.05,-0.33,-1.16,0.31,0.0141015,-0.3720863,-5,-5,13,-31,-3,-3,-6,-13
0.08,1.363418,-1.356315,0.0268612,0.09533755,2.422147,5.637114,-0.06144594,-0.2361666,2.785064,-4.522424,-62.9641,99.29495,-0.1,0.02,-1.34,0.24,-0.08164036,0.0348513,-2,-3,-16,24,6,-13,-7,1
0.09999999,1.364616,-1.354,0.07530414,0.2080798,-7.092665,-3.453006,-0.0435624,-0.2400636,0.8941771,-0.1948498,-94.54436,216.3787,-0.29,0.26,-0.98,0.92,-0.3027754,0.2375151,-2,-3,-16,24,6,-13,-7,1
0.12,1.36615,-1.349709,-0.06654916,0.1390197,-7.140064,-3.671717,-0.07239755,-0.1632032,-1.441758,3.843022,-116.7967,201.8936,-0.29,0.26,-0.98,0.92,-0.3027754,0.2375151,-2,-3,-16,24,6,-13,-7,1
0.14,1.364258,-1.34714,-0.2093504,0.06558537,2.208285,-3.319017,-0.135326,-0.05496574,-3.146423,5.41187,-85.23328,78.44242,-0.44,0.17,-1.1,1.89,-0.4379534,0.1614953,2,3,31,-5,-1,22,5,-1
0.16,1.359279,-1.346291,-0.1651847,-0.0007949793,3.53213,-2.549418,-0.2028416,0.04104029,-3.37578,4.800302,-11.46784,-30.57845,-0.11,0.11,-1.53,2.26,-0.1552771,0.1468344,2,3,31,-5,-1,22,5,-1
0.18,1.35527,-1.346805,-0.09454213,-0.05178334,4.706226,6.685112,-0.2266538,0.09685954,-1.190609,2.790963,109.2585,-100.4669,0.15,-0.08,-0.92,1.59,0.1407488,-0.1045303,2,3,31,-5,-1,22,5,-1
0.2,1.352968,-1.348019,-0.0004176059,0.0819189,5.388882,6.976222,-0.2106714,0.09277102,0.7991202,-0.2044264,99.48649,-149.7695,-0.5,-0.23,-0.85,1.04,-0.4325229,-0.2340528,2,3,31,-5,-1,22,5,-1
0.22,1.35299,-1.346264,0.10736,0.2214433,5.338881,-1.627909,-0.2193394,0.04318816,-0.4333988,-2.479143,-61.62595,-113.7358,-0.5,-0.11,-0.79,0.85,-0.4766735,-0.0875004,-3,-3,-36,13,-2,-10,-6,-7
0.24,1.355501,-1.341894,0.2141376,0.1888852,-3.676125,-1.52191,-0.2606239,-0.002981467,-2.064225,-2.308481,-81.54132,8.533061,-0.29,0.12,-0.98,0.79,-0.294003,0.1095903,-2,1,-3,12,3,43,2,-6
0.26,1.360123,-1.338411,0.1406151,0.1584469,-4.240774,-1.016924,-0.2948192,-0.00951338,-1.709767,-0.3265956,17.72292,99.09429,-0.33,0.23,-1.65,0.79,-0.2789339,0.2070169,-2,1,-3,12,3,43,2,-6
