0,0,2,0,0,-2,1,0,1
0.02,0,2,0,0,-2,1,0,1
0.04,-4,-4,0,-2,-4,2,0,-2
0.06,-4,-4,0,-2,-4,2,0,-2
0.08,-1,2,-1,7,3,0,-2,-2
0.09999999,2,1,-2,-11,3,2,1,-3
0.12,-1,1,-2,-1,0,3,-2,1
0.14,-1,-2,0,2,2,-1,-1,-3
0.16,1,0,1,-4,1,1,-1,0
0.18,1,0,1,-4,1,1,-1,0
0.2,1,1,2,0,6,5,-2,-2
0.22,1,0,-1,-6,-5,-6,-2,-2
0.24,1,0,-1,-6,-5,-6,-2,-2
0.26,-1,-1,-4,3,-7,-16,0,-2
0.28,-1,2,0,1,-6,-6,0,0
0.3,-1,2,0,1,-6,-6,0,0
0.32,-1,-1,1,1,7,8,-2,1
0.34,-9,-4,-1,3,-3,0,-9,-18
0.36,-9,-4,-1,3,-3,0,-9,-18
0.38,4,-1,0,-1,1,-16,2,7
0.4,-1,-2,-5,0,8,3,1,-9
0.42,-5,0,-1,-3,-6,-18,1,-11
0.44,-2,0,5,-3,4,-6,1,-7
0.46,-2,-3,-1,-2,-1,-12,-7,1
0.48,0,-2,-1,8,2,3,6,-2
0.5,-1,-4,-4,-5,-14,-45,-10,-1
0.52,-2,-2,-3,-3,-11,-19,1,5
0.54,-2,-2,-3,-3,-11,-19,1,5
0.56,3,-1,-1,-3,-21,-30,-9,1
0.58,-3,0,1,-10,0,36,8,-1
0.6,-5,-2,-2,1,-3,15,-3,0
0.62,3,-25,4,-2,4,13,13,2
0.64,3,25,-1,-7,-28,-27,-8,6
0.66,-1,14,-5,-4,6,-3,-11,-2
0.68,2,3,3,-1,-3,37,-2,0
0.7,-1,-1,0,-6,-6,-50,-1,2
0.72,2,-3,1,1,3,21,-2,-3
0.74,-6,-6,-6,-14,5,-17,-6,-2
0.76,-3,-1,1,1,2,68,-1,-8
0.78,-1,0,-1,9,-12,-26,-1,-2
0.8,5,3,7,-4,1,8,4,1
0.82,-1,-1,0,-2,12,-52,-1,-2
0.84,4,0,2,-9,-11,-45,-1,7
0.86,-3,-2,0,-6,3,-1,-4,-3
0.88,1,2,0,7,4,43,2,0
0.9,0,-4,0,-3,-3,3,0,0
0.92,-1,-6,-7,1,1,24,1,-6
0.94,1,-1,-6,1,6,12,-5,8
0.96,-1,-2,1,6,-8,-25,1,0
0.98,-2,0,2,-8,-1,2,-5,11
1,-1,-1,-2,0,-2,73,1,-21
1.02,0,2,0,-3,-1,-96,7,0
1.04,-2,0,2,-5,-13,-16,-4,0
1.06,-1,-2,-2,10,-9,-65,-1,-4
1.08,-1,-2,-2,10,-9,-65,-1,-4
1.1,-3,-1,2,0,-2,74,9,-5
1.12,1,5,2,2,-9,5,0,0
1.14,0,3,0,-18,-11,-14,-1,9
1.16,-1,-3,0,-4,10,3,-4,-1
1.18,-1,-4,-5,-3,11,20,5,-1
1.2,2,0,1,2,6,0,0,1
1.22,1,-2,-2,-5,-1,13,7,2
1.24,-1,1,0,14,10,25,3,-1
1.26,-1,-1,-4,-9,-5,-12,-4,-4
1.28,1,0,2,1,3,24,-4,3
1.3,-1,-3,-1,-11,5,-12,-1,-1
1.32,-4,1,1,20,9,5,-1,-3
1.34,-3,1,-12,-11,1,14,-2,5
1.36,-4,1,6,5,12,-19,8,-2
1.38,-1,-3,-2,0,-13,-1,1,-2
1.4,0,-4,-4,-7,-3,7,-5,-4
1.42,3,3,1,3,4,-6,0,-1
1.44,3,3,1,3,4,-6,0,-1
1.46,-3,-3,-2,5,0,3,-2,-3
1.48,-3,-3,-2,5,0,3,-2,-3
1.5,1,0,1,-6,-1,-4,0,0
1.52,-2,-1,-4,8,-1,-14,-2,-3
1.54,-1,-2,1,-4,-4,-5,-2,-2
1.56,-3,-3,1,-6,-7,-19,-4,-9
1.58,-1,-4,-2,-12,-6,2,4,1
1.6,-2,-1,-3,3,-4,-8,-5,0
1.62,2,-1,0,-3,1,-1,-1,8
