0,-1,1,0,15,-8,5,-2,6
0.02,-28,-4,10,28,0,3,-5,-1
0.04,-23,0,-15,-8,-3,-7,0,-3
0.06,18,-2,-3,6,8,-6,-7,-6
0.08,-11,-6,-9,7,3,12,-9,-2
0.09999999,-11,-6,-9,7,3,12,-9,-2
0.12,-10,0,10,24,-2,1,3,-7
0.14,-9,-2,12,10,-4,-12,-10,9
0.16,-1,-9,2,10,-1,-1,1,-9
0.18,-1,-9,2,10,-1,-1,1,-9
0.2,-1,-5,-2,-10,-9,-5,-1,-2
0.22,16,9,0,-20,-13,-6,-2,-12
0.24,16,9,0,-20,-13,-6,-2,-12
0.26,-22,-5,1,0,3,-10,3,-50
0.28,0,-8,3,2,14,-7,6,21
0.3,48,9,8,5,10,-3,-8,2
0.32,48,9,8,5,10,-3,-8,2
0.34,43,7,-16,-8,-9,-16,-4,66
0.36,-27,-4,-11,26,-2,20,11,22
0.38,-27,-4,-11,26,-2,20,11,22
0.4,80,3,19,86,46,14,-4,-17
0.42,11,2,-64,-126,-13,-48,1,51
0.44,10,-26,64,31,46,2,-16,-11
0.46,-38,-14,16,47,4,9,7,-123
0.48,14,15,19,60,44,18,12,29
0.5,-4,5,-23,-47,-14,2,28,-10
0.52,-58,7,-27,-20,-22,-4,9,-61
0.54,-76,7,22,71,-13,-6,-16,-42
0.56,-76,7,22,71,-13,-6,-16,-42
0.58,-50,7,-21,25,-9,26,8,-83
0.6,3,2,-1,44,-14,21,3,-22
0.62,52,1,6,23,13,0,4,10
0.64,18,6,-72,-67,29,10,0,17
0.66,-92,1,30,51,27,-4,7,31
0.68,-92,1,30,51,27,-4,7,31
0.7,-92,1,30,51,27,-4,7,31
0.72,7,-28,-14,-53,5,8,-5,39
0.74,-41,-11,-9,35,-21,-17,-15,-6
0.76,9,-7,5,71,14,7,-11,-61
0.78,55,-3,10,22,2,0,2,63
0.8,-39,16,33,35,17,8,-2,3
0.82,-13,-1,21,2,0,-4,6,24
0.84,4,6,-1,48,58,20,5,-2
0.86,-23,-12,-21,-55,-6,-14,-14,16
0.88,10,-8,-7,-4,-6,-17,-5,-59
0.9,23,-20,5,24,-27,-17,-5,-19
0.92,-96,5,-18,-4,-14,-23,-14,-15
0.94,-11,-8,21,-58,-41,5,5,12
0.96,18,-1,-5,12,-4,7,-1,37
0.98,27,1,4,29,22,-1,-8,-56
1,12,-9,-17,-13,-35,1,4,-13
1.02,-22,-14,21,-3,-28,1,-6,3
1.04,-22,-14,21,-3,-28,1,-6,3
1.06,66,-4,-7,26,29,0,4,9
1.08,77,6,-8,-15,-20,0,-10,-26
1.1,0,-7,-8,-5,-11,-1,1,-18
1.12,10,12,-48,-3,-11,0,6,0
1.14,33,10,-1,-2,10,14,21,11
1.16,33,10,-1,-2,10,14,21,11
1.18,-13,-7,18,23,25,6,-4,11
1.2,-27,4,2,1,-25,-9,5,-9
1.22,-52,0,4,-1,-11,8,-2,-34
1.24,37,-2,-37,-17,-9,-20,1,16
1.26,-6,-7,12,32,-4,4,-4,-1
1.28,-20,7,-53,40,20,-4,-7,-5
1.3,-22,-4,9,-12,-3,-11,-2,6
1.32,-1,-3,-9,-16,3,4,-6,7
1.34,38,-3,3,-2,-9,3,-3,4
1.36,1,0,-7,15,12,-5,2,0
1.38,-5,4,10,-21,-17,3,-9,-19
1.4,-5,4,10,-21,-17,3,-9,-19
1.42,-8,-15,-16,-26,-6,-17,0,18
1.44,36,9,5,21,-5,-10,9,13
1.46,36,1,2,15,14,5,10,18
1.48,-10,-6,-1,4,-14,-9,4,9
1.5,-10,-6,-1,4,-14,-9,4,9
1.52,-9,5,-8,-36,-12,13,-3,-16
1.54,-31,-7,4,36,-6,-16,-4,-23
1.56,30,2,0,8,1,10,5,5
1.58,8,14,-23,-33,6,-4,-5,-1
1.6,-76,-10,-2,-15,13,6,3,8
1.62,13,-7,7,8,-3,3,0,8
1.64,10,9,5,-17,-7,5,2,3
1.66,-14,2,-12,-4,-1,-6,-7,-25
1.68,18,-22,-15,-38,-11,8,5,7
1.7,-4,-13,-13,2,-19,-4,-12,1
1.72,-21,-3,3,50,-1,-3,2,-1
1.74,-36,6,4,-23,-1,-6,-1,-3
1.76,-27,-16,-17,12,3,4,-5,-13
1.78,25,-17,23,45,5,1,-8,-13
1.8,-21,9,-13,-17,10,-5,1,0
1.82,-9,-3,10,29,18,-7,-9,-6
1.84,3,-6,-2,-43,-8,5,5,0
1.86,-43,16,-52,-31,-5,5,-1,-6
1.88,-2,5,-3,82,-4,2,4,-3
1.9,21,-1,-5,-5,9,3,-7,1
1.92,90,-9,-2,18,23,10,5,-4
1.94,-11,-8,-16,-12,7,5,7,-5
1.96,-12,3,-6,8,-4,-1,0,-3
1.98,55,2,-9,-6,-11,-3,-1,-7
2,0,4,0,15,17,-11,3,-41
2.02,-15,-5,-8,-20,1,2,4,14
2.04,-4,1,18,-28,-28,-5,-6,5
2.06,-13,11,18,22,10,9,0,12
2.08,75,-1,5,-11,10,-1,-2,15
2.1,-25,-13,-7,14,2,8,-1,-3
