0,-3,-6,1,-5,-8,-3,1,-1
0.02,-1,0,5,7,2,0,0,-1
0.04,1,-1,-2,2,0,-3,-3,-1
0.06,-1,-5,-7,-6,-4,-1,-1,0
0.08,-2,0,-4,-1,-6,0,0,0
0.09999999,0,3,8,2,6,2,0,0
0.12,-3,-4,-1,0,-4,-2,-1,-1
0.14,-3,-4,-1,0,-4,-2,-1,-1
0.16,0,6,0,-17,0,0,-1,-1
0.18,-1,0,0,0,0,-1,-1,-3
0.2,0,3,1,-6,-2,-4,-2,-1
0.22,-3,-3,0,-3,-5,-1,-1,-2
0.24,-3,-3,0,-3,-5,-1,-1,-2
0.26,1,-3,0,-2,42,17,1,7
0.28,-8,-2,-15,-15,-24,-16,-19,-47
0.3,-5,-2,5,3,-10,15,0,-35
0.32,-2,5,0,7,2,-3,-9,-10
0.34,-2,5,0,7,2,-3,-9,-10
0.36,11,0,-6,2,-28,-8,14,77
0.38,5,1,-3,0,-23,2,5,31
0.4,-7,-6,-1,-7,-94,-37,-9,-20
0.42,-2,-2,7,12,-10,7,1,-25
0.44,-3,9,2,-2,72,0,-4,-8
0.46,3,-3,-8,-19,-51,4,2,-32
0.48,-6,3,-10,-15,40,-5,-8,-20
0.5,-4,-4,-7,-17,-15,-30,-6,5
0.52,-9,-2,-7,-21,79,-14,-16,-47
0.54,3,0,2,4,-26,-12,-2,4
0.56,1,-2,10,26,43,35,2,6
0.58,0,0,0,2,29,-9,-3,-4
0.6,-4,-4,-2,2,-11,-12,-4,0
0.62,7,0,-1,-6,38,12,6,34
0.64,-2,1,-11,-17,51,9,-2,-12
0.66,-3,-1,13,21,-85,-2,0,1
0.68,-1,-2,-11,-7,-37,3,-5,-18
0.7,0,-3,-2,-1,62,-4,-1,-2
0.72,0,-3,-2,-1,62,-4,-1,-2
0.74,-1,-8,4,8,62,2,1,2
0.76,-2,0,-10,-10,-16,3,-2,1
0.78,2,2,10,20,5,9,5,7
0.8,-7,-2,-5,-9,-33,-14,-6,-6
0.82,-2,1,-1,-3,15,-7,-1,-4
0.84,-2,-5,-2,-8,11,-4,-3,10
0.86,1,-3,-3,-10,-118,2,3,25
0.88,-3,2,2,4,73,20,-2,-14
0.9,1,3,-11,-13,14,-4,0,-3
0.92,4,4,7,12,-35,9,3,-4
0.94,-1,-2,-2,-6,-8,0,-1,-6
0.96,-1,-4,-6,-8,27,-10,-4,1
0.98,-2,0,1,1,-17,-12,1,-5
1,-4,2,3,6,-45,6,-4,-17
1.02,4,0,-7,-12,0,23,-1,3
1.04,-4,-5,-1,-1,6,2,1,-22
1.06,-1,1,16,28,2,-6,1,-3
1.08,-1,1,16,28,2,-6,1,-3
1.1,1,0,2,4,79,4,6,8
1.12,3,2,9,8,52,10,6,-7
1.14,3,0,3,3,-7,15,8,6
1.16,3,4,3,10,4,3,0,1
1.18,2,3,-2,-4,33,-5,-6,6
1.2,1,2,-2,0,14,-11,-4,4
1.22,-2,-5,3,2,-9,11,1,-2
1.24,0,-3,9,15,-37,1,-4,4
1.26,2,4,0,4,55,-2,3,3
1.28,0,-1,-3,-2,-14,-3,1,9
1.3,-1,1,-3,1,-15,9,-2,-4
1.32,-3,-1,-6,-6,-31,4,1,-5
1.34,2,6,-2,-11,2,-10,-1,2
1.36,0,-5,2,1,-5,-1,-1,-2
1.38,2,2,9,1,-8,0,0,-2
1.4,-1,0,-5,-10,11,-3,-1,-8
1.42,-3,1,-2,-5,25,1,0,-6
1.44,-3,1,-2,-5,25,1,0,-6
1.46,1,0,0,-8,6,-7,-1,0
1.48,1,4,9,2,67,1,1,6
1.5,-2,-6,-4,-1,-6,-11,-5,10
1.52,0,2,-1,-3,-6,-2,-5,-9
1.54,-4,-2,-3,0,-11,-4,-6,-9
1.56,-1,0,-3,-7,-30,6,2,1
1.58,1,1,-2,-5,19,8,3,14
1.6,1,1,-2,-5,19,8,3,14
1.62,-5,-2,-2,8,48,18,0,-3
1.64,0,-2,-2,-5,7,-4,0,-6
1.66,-1,0,4,7,21,-8,-3,-12
1.68,-1,-6,0,-3,-53,-5,-1,-3
1.7,-1,-2,0,0,-33,-2,-1,1
1.72,-1,4,-1,-5,-22,-20,-1,2
1.74,-1,-2,-1,6,26,6,-1,1
1.76,1,2,-3,-6,6,-3,-3,6
1.78,0,0,5,2,17,5,2,-2
1.8,0,0,5,2,17,5,2,-2
1.82,0,0,5,2,17,5,2,-2
1.84,1,3,0,-2,21,6,1,-3
1.86,3,3,-1,-2,9,8,-1,-8
1.88,0,-1,-4,2,-2,-8,-1,2
1.9,0,-1,11,3,-50,-6,1,22
1.92,-2,-1,2,0,-9,4,-1,-4
1.94,-2,-2,-2,-6,-12,-12,-5,0
1.96,-2,-2,-2,-6,-12,-12,-5,0
1.98,-2,-2,-2,-6,-12,-12,-5,0
2,2,1,-1,-6,-25,4,2,16
2.02,-1,-1,1,1,-15,-18,-3,-8
2.04,-1,2,-2,-9,80,1,0,-5
2.06,-1,-5,-6,-8,-1,2,-1,-1
2.08,1,3,1,2,12,2,0,-3
2.1,-4,-1,-7,-14,-49,-3,-2,-2
2.12,0,-1,1,6,4,6,-2,-4
2.14,-5,-10,-4,1,-10,3,-1,-7
2.16,-1,0,-3,-8,0,-4,-3,-3
2.18,-1,-6,-4,4,-7,-6,-1,0
2.2,2,-5,8,20,7,0,2,13
2.22,-4,-7,2,-4,5,-13,-6,-5
2.24,-3,-1,-11,-10,-40,5,-2,-11
2.26,1,4,-2,-8,-3,-1,1,-7
2.28,1,4,-2,-8,-3,-1,1,-7
2.3,0,14,-3,4,6,-3,-1,-1
2.32,-1,-2,4,1,-6,4,4,2
2.34,3,4,-1,-8,-13,-9,-2,3
2.36,3,4,-1,-8,-13,-9,-2,3
2.38,-2,-3,2,0,-12,8,-2,-4
2.4,-2,-3,2,0,-12,8,-2,-4
2.42,2,-2,-13,-12,-20,-9,-3,2
2.44,2,-2,-13,-12,-20,-9,-3,2
2.46,0,0,-3,-1,-7,-5,-1,0
2.48,-3,1,-4,-11,-31,-9,-3,-2
