0,-0.005288696,-0.001668828,-0.3834434,0.09331479,0.940784,0.3554706,-0.147672,0.9999462,-4.813493,9.821609,140.6384,-177.1696,-0.18,0.48,-0.92,0,-0.1547726,0.5322128,3,-1,-1,2,-19,-1,-18,-3
0.02,-0.005288696,-0.001668828,-0.3834434,0.09331479,0.940784,0.3554706,-0.197887,1.041244,-2.510753,2.064893,115.137,-387.8358,-0.4,0.52,-1.77,1.53,-0.3956261,0.4775349,-2,1,2,0,17,10,8,2
0.04,-2.574981,1.890288,0.01881568,0.007109412,12.73425,2.419992,-0.2135921,0.9607896,-0.7852554,-4.022724,86.2749,-304.3808,0.42,0.47,0.79,0.98,0.3493804,0.493404,-3,-1,0,-9,-11,-2,-5,-2
0.06,-2.574026,1.890302,0.2735007,0.05550926,7.546589,-1.592078,-0.09127094,0.8176497,6.11606,-7.156995,345.0658,-156.7136,1.7,0.1,-0.85,2.5,1.661488,0.1336974,-4,1,1,4,19,15,-10,-1
0.08,-2.567525,1.892287,0.4244325,0.0236677,5.795845,-3.087989,0.2003238,0.6269755,14.57974,-9.533707,423.1838,-118.8356,0.9,-0.1,-2.5,3.91,0.979395,-0.09742848,-1,1,5,-12,-16,-5,-3,-3
0.09999999,-2.557647,1.894885,0.5403494,-0.03809208,3.463753,-6.654214,0.4629086,0.4315335,13.12924,-9.772101,-72.52488,-11.91974,-0.31,0.41,-1.59,1.83,-0.2356256,0.3652437,5,11,-5,-10,20,-11,-2,-2
0.12,-2.545381,1.896083,0.6096245,-0.1711764,1.073396,-1.457125,0.5069053,0.3504116,2.199835,-4.056098,-546.4702,285.8002,-0.47,1.46,-0.79,-0.18,-0.502214,1.418206,-13,-7,-18,-10,-3,-22,2,-2
0.14,-2.532575,1.89301,0.6310924,-0.2003189,0.08124667,-1.995227,0.3321572,0.4611439,-8.737405,5.536617,-546.862,479.6357,-1.03,1.46,0.18,0.06,-0.9893922,1.465182,-3,1,-8,8,10,10,-3,-2
0.16,-2.520785,1.887696,0.6327174,-0.2402234,1.435544,0.1420094,0.05233241,0.6777558,-13.99124,10.83059,-262.6917,264.6988,-0.32,1,-1.4,1.89,-0.3931456,1.010986,-11,0,0,14,-13,-38,-25,-5
0.18,-2.509729,1.880826,0.6614283,-0.2373832,4.084831,3.564292,-0.1755127,0.8557786,-11.39226,8.90114,129.9491,-96.47265,0.05,0.75,-2.38,2.75,0.0292283,0.7735699,1,3,5,2,-4,6,8,-2
0.2,-2.497788,1.874431,0.7431249,-0.1660974,6.262197,6.350709,-0.2689655,0.9487763,-4.67264,4.649887,335.9809,-212.5627,0.02,0.98,-0.18,-1.04,0.03592188,0.9829978,-10,12,-3,-8,-12,-5,1,2
0.22,-2.483589,1.870447,0.8683689,-0.03908319,7.399652,7.493499,-0.2459134,0.9654492,1.152606,0.8336425,291.2623,-190.8122,0.33,0.39,-0.67,-1.53,0.3190691,0.4255078,-10,12,-3,-8,-12,-5,1,2
0.24,-2.46634,1.869835,1.016362,0.1107868,7.603579,7.211721,-0.1426218,0.8871075,5.164582,-3.917083,200.5988,-237.5363,0.31,0.14,-2.08,-0.49,0.3355818,0.1518208,-1,-8,6,-3,4,-6,10,0
0.26,-2.445452,1.87279,1.168433,0.2550212,6.64538,-2.460216,0.0008812108,0.7344636,7.175148,-7.632196,100.5283,-185.7556,0.43,0.39,-1.34,1.04,0.448802,0.345619,5,-2,14,-12,-13,0,-1,-2
0.28,-2.420978,1.878928,1.301341,0.2058169,4.77841,-4.215088,0.1523029,0.5905874,7.571084,-7.193807,19.79678,21.91944,0.56,0.61,-1.1,1.28,0.5228214,0.603331,3,1,10,16,-11,-35,-4,0
