0,0.0001367045,-0.0001278788,0.1684546,0.1980373,-0.8438414,-0.2215567,0.1460456,1.088553,-1.807059,4.160959,24.14897,-73.43769,0.44,0.61,-0.61,0.18,0.4348589,0.6316273,6,1,-1,14,1,8,-10,-2
0.02,0.0001367045,-0.0001278788,0.1684546,0.1980373,-0.8438414,-0.2215567,0.1374262,1.10236,-0.4309736,0.6903589,68.80425,-173.53,0.37,0.66,-0.55,0.06,0.3822893,0.6543999,2,1,0,0,-17,-4,4,-2
0.04,-2.207431,0.981816,-0.01687683,-0.004431133,13.48169,-1.680701,0.1666416,1.04445,1.460771,-2.895486,94.58721,-179.2923,0.29,0.76,-1.59,0.37,0.2973101,0.735974,2,-3,-1,-11,-2,-34,26,0
0.06,-2.207344,0.9819461,0.252757,-0.03804515,16.97708,2.166292,0.2061342,0.9531487,1.974632,-4.565078,25.69307,-83.4796,0.2,0.71,-1.1,0,0.2342735,0.6896858,-4,-2,1,0,-6,9,6,0
0.08,-2.201618,0.9814847,0.5922985,0.005280697,7.453132,1.683294,0.2259578,0.8446733,0.991182,-5.423769,-49.1725,-42.93456,0.07,0.3,-0.73,-0.12,0.06736535,0.3191958,5,-3,2,-11,5,-2,3,1
0.09999999,-2.188973,0.9817507,0.7413611,0.03894658,6.12637,-6.967708,0.2191172,0.7143465,-0.3420308,-6.516344,-66.66064,-54.62871,0.2,0.38,-1.28,0.85,0.1752029,0.3819773,5,-3,2,-11,5,-2,3,1
0.12,-2.173184,0.9824989,0.8638886,-0.1004076,4.532362,-6.88405,0.2376296,0.6044592,0.9256192,-5.494362,63.3825,51.09906,0.99,0.8,-1.65,2.14,0.9329191,0.7816266,1,-3,-2,-4,-7,18,5,0
0.14,-2.155096,0.9806426,0.9545358,-0.2380886,3.188365,1.298101,0.3441758,0.5593126,5.327309,-2.257329,220.0845,161.8517,1.01,0.65,-1.16,1.28,1.02172,0.6654747,-3,2,1,-8,-5,7,3,-1
0.16,-2.135674,0.9766639,1.018303,-0.2121266,2.636196,-0.004982235,0.4716294,0.5686925,6.372678,0.4689932,52.26846,136.3161,-0.05,0.79,-1.71,1.53,0.02726643,0.809312,2,2,-1,-5,-1,8,-1,-1
0.18,-2.115377,0.9733425,1.071027,-0.2122262,2.750917,-1.563785,0.484107,0.6166486,0.6238818,2.397803,-287.4398,96.44048,-0.3,0.9,-1.89,1.16,-0.2780424,0.9302179,-4,-3,-4,-19,-11,-12,17,2
0.2,-2.094311,0.9691738,1.126045,-0.2435019,3.337448,-1.716393,0.3782455,0.6843659,-5.293076,3.385869,-295.8479,49.40331,0.04,0.75,-1.53,0.55,0.03746031,0.7534971,-14,-2,3,1,-1,-4,-9,-3
0.22,-2.07229,0.9635162,1.192794,-0.2778298,4.165677,-0.4216642,0.2452729,0.7430425,-6.648629,2.93383,-67.77763,-22.60194,-0.06,0.86,-1.4,0.55,-0.03775259,0.8502502,7,3,-2,29,16,-8,-11,-4
0.24,-2.048866,0.9569812,1.276108,-0.286263,4.883337,1.204623,0.1311191,0.7962117,-5.70769,2.65846,47.04692,-13.76852,-0.04,1.08,-1.22,0.73,-0.03775376,1.045171,-4,-2,4,-16,-7,-5,-8,0
0.26,-2.023733,0.9504199,1.373775,-0.2621706,5.53364,2.600734,0.04325332,0.8447315,-4.39329,2.42599,65.72003,-11.6235,-0.07,0.67,-0.79,1.04,-0.04993526,0.7291825,5,2,-5,-20,-1,8,-5,1
0.28,-1.996612,0.9445353,1.484447,-0.2101559,6.127081,3.675328,-0.02027282,0.8747128,-3.176307,1.499063,60.84913,-46.34634,-0.11,1.01,-1.59,1.59,-0.1296805,1.008025,-7,-1,-5,-2,-4,5,-13,-1
0.3,-1.967141,0.9398702,1.606989,-0.1366494,6.493781,4.452132,-0.03810073,0.8984165,-0.8913954,1.185188,114.2456,-15.69375,0.55,0.94,-1.59,1.46,0.5190027,0.947817,-4,-1,-2,-6,0,4,-5,0
