0.02,0.9794406,-2.301532,-0.0710531,0.0356661,3.500021,3.500021,-0.0002038479,-0.0001394749,-0.01,-0.007009935,-0.5,-0.3504967
0.04,0.9780206,-2.300821,-0.001052689,0.1056665,3.498317,-3.49753,-0.0006008148,-0.0004184246,-0.02,-0.01401987,-0.5,-0.3504967
0.06,0.9780017,-2.298711,0.06891365,0.03571591,3.494909,-3.49268,-0.00120163,-0.0008368492,-0.03,-0.0210298,-0.5,-0.3504967
0.08,0.9793832,-2.298001,0.1388118,-0.0341377,-3.510245,-3.48534,-0.002006292,-0.001394749,-0.04,-0.02803974,-0.5,-0.3504967
0.09999999,0.9821637,-2.298689,0.06860693,-0.1038445,-3.517061,3.524532,-0.003004074,-0.002092123,-0.05,-0.03504967,-0.5,-0.3504967
0.12,0.9835411,-2.300773,-0.00173429,-0.03335385,-3.525581,3.536723,-0.004119873,-0.002778769,-0.05564411,-0.03435803,-0.2822058,0.03458233
0.14,0.9835117,-2.301449,-0.07224591,0.0373806,3.466072,3.550355,-0.00534296,-0.003454685,-0.06128823,-0.03366638,-0.2822058,0.03458233
0.16,0.9820719,-2.300711,-0.00292448,0.1083877,3.457814,-3.434744,-0.00668335,-0.004109144,-0.06693234,-0.03297474,-0.2822058,0.03458233
0.18,0.9820184,-2.298554,0.06623179,0.03969282,3.449818,-3.418368,-0.008117676,-0.004752874,-0.07257646,-0.03228309,-0.2822058,0.03458233
0.2,0.9833479,-2.29777,0.1352281,-0.02867454,-3.558089,-3.400844,-0.00970459,-0.005385876,-0.07822057,-0.03159145,-0.2822058,0.03458233
0.22,0.9860573,-2.298355,0.06406637,-0.09669141,-3.565822,3.618585,-0.01144409,-0.006072998,-0.08689975,-0.03406477,-0.4339592,-0.123666
0.24,0.9873438,-2.300301,-0.007250068,-0.02431971,-3.574217,3.639838,-0.01333618,-0.00680542,-0.09557893,-0.03653809,-0.4339592,-0.123666
0.26,0.9872043,-2.3008,-0.07873441,0.04847704,3.416876,3.662954,-0.01544189,-0.007598877,-0.1042581,-0.03901141,-0.4339592,-0.123666
0.28,0.9856356,-2.299845,-0.01039688,0.1217361,3.407182,-3.311361,-0.0177002,-0.008422852,-0.1129373,-0.04148473,-0.4339592,-0.123666
0.3,0.9854338,-2.297428,0.05774677,0.05550889,3.397116,-3.283771,-0.0201416,-0.009277344,-0.1216165,-0.04395805,-0.4339592,-0.123666
0.32,0.9865952,-2.296337,0.1256891,-0.01016652,-3.613366,-3.253943,-0.02270508,-0.01016235,-0.12922,-0.04334109,-0.3801776,0.03084799
0.34,0.9891156,-2.296559,0.05342176,-0.07524538,-3.624178,3.777417,-0.02545166,-0.01101685,-0.1368236,-0.04272413,-0.3801776,0.03084799
0.36,0.9901904,-2.298084,-0.0190618,0.0003029663,-3.634618,3.810973,-0.02832031,-0.01184082,-0.1444271,-0.04210717,-0.3801776,0.03084799
0.38,0.9898153,-2.298101,-0.09175415,0.07652242,3.355357,-3.154021,-0.03137207,-0.01269531,-0.1520307,-0.04149021,-0.3801776,0.03084799
0.4,0.9879866,-2.296594,-0.02464702,0.01344202,3.344917,-3.116736,-0.03457642,-0.01348877,-0.1596342,-0.04087325,-0.3801776,0.03084799
0.42,0.9874995,-2.296351,0.04225133,-0.0488927,3.335223,-3.077587,-0.03781128,-0.0144043,-0.1612683,-0.04532769,-0.08170059,-0.2227219
0.4400001,0.9883513,-2.297353,0.1089558,-0.1104444,-3.676003,3.961975,-0.04104614,-0.01538086,-0.1629023,-0.04978213,-0.08170059,-0.2227219
0.4600001,0.9905375,-2.299587,0.03543573,-0.03120494,-3.687935,4.001496,-0.04434204,-0.01647949,-0.1645363,-0.05423656,-0.08170059,-0.2227219
0.4800001,0.9912542,-2.300236,-0.03832296,0.04882498,-3.701357,4.041763,-0.04766846,-0.01763916,-0.1661703,-0.058691,-0.08170059,-0.2227219
0.5000001,0.990496,-2.299285,-0.1123501,0.1296602,3.284517,-2.917636,-0.05102539,-0.0189209,-0.1678043,-0.06314544,-0.08170059,-0.2227219
0.52,0.9882583,-2.296718,-0.04665977,0.07130753,3.268857,-2.876623,-0.05444336,-0.02026367,-0.1702714,-0.06803067,-0.1233512,-0.2442618
0.54,0.9873348,-2.29532,0.01871737,0.01377507,3.252452,-2.834864,-0.05789185,-0.02172852,-0.1727384,-0.0729159,-0.1233512,-0.2442618
0.56,0.9877197,-2.295073,0.08376641,-0.04292221,-3.765486,-2.792732,-0.06140137,-0.02328491,-0.1752054,-0.07780114,-0.1233512,-0.2442618
0.58,0.9894062,-2.295959,0.008456686,-0.09877685,-3.784501,4.250183,-0.06494141,-0.02493286,-0.1776724,-0.08268637,-0.1233512,-0.2442618
0.6,0.989587,-2.297963,-0.06723334,-0.0137732,-3.804635,4.293432,-0.06854248,-0.02670288,-0.1801394,-0.08757161,-0.1233512,-0.2442618
0.6199999,0.9882548,-2.298266,-0.143326,0.07209544,3.173781,4.337428,-0.07226563,-0.02838135,-0.1859932,-0.08475867,-0.2926877,0.140647
0.6399999,0.9854001,-2.296851,-0.07985041,0.158844,3.153275,-2.617122,-0.07611084,-0.0300293,-0.191847,-0.08194573,-0.2926877,0.140647
0.6599999,0.9838148,-2.293705,-0.01678491,0.1065016,3.133141,-2.570143,-0.08007813,-0.03161621,-0.1977007,-0.0791328,-0.2926877,0.140647
0.6799999,0.9834902,-2.291605,0.04587791,0.0550987,3.113753,-2.521673,-0.08413696,-0.03314209,-0.2035545,-0.07631986,-0.2926877,0.140647
0.6999999,0.9844183,-2.290533,0.108153,0.004665247,-3.90493,-2.472084,-0.08831787,-0.03460693,-0.2094082,-0.07350692,-0.2926877,0.140647
0.7199998,0.9865915,-2.290472,0.03005437,-0.04477643,-3.922826,-2.421004,-0.0927124,-0.03610229,-0.2186283,-0.07400605,-0.4610061,-0.02495651
0.7399998,0.9872029,-2.291402,-0.04840215,-0.09319651,-3.941096,4.632719,-0.09725952,-0.03759766,-0.2278485,-0.07450518,-0.4610061,-0.02495651
0.7599998,0.9862451,-2.2933,-0.1272241,-0.0005421325,3.040675,4.688272,-0.1020203,-0.03909302,-0.2370686,-0.07500431,-0.4610061,-0.02495651
0.7799998,0.9837108,-2.293347,-0.06641055,0.0932233,3.022406,4.746435,-0.1069336,-0.04058838,-0.2462887,-0.07550344,-0.4610061,-0.02495651
0.7999998,0.9823927,-2.29152,-0.005962428,0.188152,3.004137,-2.193567,-0.11203,-0.04211426,-0.2555088,-0.07600257,-0.4610061,-0.02495651
0.8199998,0.9822837,-2.287795,0.0541203,0.1442807,2.985494,-2.131301,-0.1170959,-0.04370117,-0.2524113,-0.07907412,0.1548778,-0.1535777
0.8399997,0.9833766,-2.284947,0.1138302,0.1016547,-4.033934,-2.069408,-0.1220703,-0.04534912,-0.2493137,-0.08214568,0.1548778,-0.1535777
0.8599997,0.9856641,-2.282952,0.03315151,0.06026649,-4.054067,-2.008634,-0.1270142,-0.04705811,-0.2462161,-0.08521723,0.1548778,-0.1535777
0.8799997,0.9863385,-2.281785,-0.04792983,0.02009382,-4.074946,-1.948232,-0.1318665,-0.04882813,-0.2431186,-0.08828878,0.1548778,-0.1535777
0.8999997,0.9853914,-2.281418,-0.1294288,-0.01887082,2.903468,-1.888949,-0.1366577,-0.05062866,-0.240021,-0.09136034,0.1548778,-0.1535777
0.9199997,0.9828146,-2.281831,-0.0713594,-0.05664981,2.88147,5.16961,-0.141571,-0.05249023,-0.2447169,-0.09299903,-0.2347943,-0.08193429
0.9399996,0.9813995,-2.283001,-0.01373001,0.04674238,2.858727,5.229637,-0.1465454,-0.05438232,-0.2494128,-0.09463771,-0.2347943,-0.08193429
0.9599996,0.981137,-2.282105,0.04344452,0.1513351,2.83561,-1.709609,-0.1516418,-0.05630493,-0.2541087,-0.0962764,-0.2347943,-0.08193429
0.9799996,0.9820182,-2.279117,0.1001567,0.1171429,-4.187918,-1.647343,-0.1567993,-0.05825806,-0.2588046,-0.09791509,-0.2347943,-0.08193429
0.9999996,0.9840338,-2.276815,0.01639836,0.08419609,-4.21178,-1.584331,-0.1620789,-0.06027222,-0.2635005,-0.09955378,-0.2347943,-0.08193429
1.02,0.9843744,-2.27517,-0.06783722,0.05250947,-4.236387,-1.519828,-0.1673584,-0.06222534,-0.2644878,-0.09771132,-0.04936777,0.09212276
1.04,0.98303,-2.274162,-0.152565,0.02211291,2.739788,-1.455325,-0.1726685,-0.06414795,-0.2654752,-0.09586887,-0.04936777,0.09212276
1.06,0.9799906,-2.27376,-0.09776921,-0.006993594,2.716299,-1.390449,-0.178009,-0.06600952,-0.2664625,-0.09402642,-0.04936777,0.09212276
1.08,0.9780467,-2.273941,-0.04344323,-0.03480258,2.693555,5.674808,-0.1833496,-0.06787109,-0.2674499,-0.09218396,-0.04936777,0.09212276
1.1,0.9771892,-2.274679,0.01042787,0.07869357,2.670811,5.740054,-0.1887207,-0.06967163,-0.2684372,-0.09034151,-0.04936777,0.09212276
1.12,0.9774088,-2.273146,0.0638441,0.1934946,-4.351223,-1.19433,-0.1940613,-0.07141113,-0.2665592,-0.08801091,0.09390082,0.1165299
1.14,0.9786962,-2.269315,-0.02318036,0.1696081,-4.372475,-1.129081,-0.1993408,-0.07315063,-0.2646812,-0.08568031,0.09390082,0.1165299
1.159999,0.9782431,-2.265964,-0.1106299,0.1470264,2.606309,-1.064578,-0.2045898,-0.07479858,-0.2628032,-0.0833497,0.09390082,0.1165299
1.179999,0.9760403,-2.263064,-0.05850368,0.1257349,2.586175,-1.000447,-0.2098083,-0.07641602,-0.2609251,-0.0810191,0.09390082,0.1165299
1.199999,0.9748797,-2.260589,-0.006780172,0.1057259,2.566414,-0.9366896,-0.2149963,-0.07800293,-0.2590471,-0.0786885,0.09390082,0.1165299
